INFO 2023-12-11 15:35:14,054 apps 2408 14280 AXES: BEGIN version 6.1.0, blocking by ip_address
DEBUG 2023-12-11 15:35:15,519 _gss 2408 14280 Python gssapi not available, cannot use any GSSAPIProxy protocols: No module named 'gssapi'
DEBUG 2023-12-11 15:35:15,520 _gss 2408 14280 Python gssapi IOV extension not available: No module named 'gssapi'
INFO 2023-12-11 15:35:26,879 apps 25060 15276 AXES: BEGIN version 6.1.0, blocking by ip_address
INFO 2023-12-11 15:35:27,988 apps 4332 28648 AXES: BEGIN version 6.1.0, blocking by ip_address
INFO 2023-12-11 15:35:28,006 autoreload 4332 28648 Watching for file changes with StatReloader
INFO 2023-12-11 15:35:28,006 autoreload 4332 28648 Watching for file changes with StatReloader
DEBUG 2023-12-11 15:35:28,142 _gss 4332 28648 Python gssapi not available, cannot use any GSSAPIProxy protocols: No module named 'gssapi'
DEBUG 2023-12-11 15:35:28,143 _gss 4332 28648 Python gssapi IOV extension not available: No module named 'gssapi'
INFO 2023-12-11 16:02:13,158 autoreload 4332 28648 D:\Script\BoardMaps\TFS\Crag\logger\log_config.py changed, reloading.
INFO 2023-12-11 16:02:13,158 autoreload 4332 28648 D:\Script\BoardMaps\TFS\Crag\logger\log_config.py changed, reloading.
INFO 2023-12-11 16:02:14,372 apps 25784 22680 AXES: BEGIN version 6.1.0, blocking by ip_address
INFO 2023-12-11 16:02:14,391 autoreload 25784 22680 Watching for file changes with StatReloader
INFO 2023-12-11 16:02:14,391 autoreload 25784 22680 Watching for file changes with StatReloader
DEBUG 2023-12-11 16:02:14,543 _gss 25784 22680 Python gssapi not available, cannot use any GSSAPIProxy protocols: No module named 'gssapi'
DEBUG 2023-12-11 16:02:14,544 _gss 25784 22680 Python gssapi IOV extension not available: No module named 'gssapi'
INFO 2023-12-11 16:24:00,697 basehttp 25784 9624 "GET /client/1/ HTTP/1.1" 200 40552
INFO 2023-12-11 16:24:00,697 basehttp 25784 9624 "GET /client/1/ HTTP/1.1" 200 40552
INFO 2023-12-11 16:24:00,965 basehttp 25784 9624 "GET /static/css/styles.css HTTP/1.1" 200 11340
INFO 2023-12-11 16:24:00,965 basehttp 25784 9624 "GET /static/css/styles.css HTTP/1.1" 200 11340
INFO 2023-12-11 16:24:00,974 basehttp 25784 9624 "GET /static/js/client/edit_mode.js HTTP/1.1" 200 22338
INFO 2023-12-11 16:24:00,974 basehttp 25784 9624 "GET /static/js/client/edit_mode.js HTTP/1.1" 200 22338
INFO 2023-12-11 16:24:00,987 basehttp 25784 9624 "GET /static/js/button_scroll_up.js HTTP/1.1" 200 892
INFO 2023-12-11 16:24:00,987 basehttp 25784 9624 "GET /static/js/button_scroll_up.js HTTP/1.1" 200 892
INFO 2023-12-11 16:24:00,997 basehttp 25784 9624 "GET /static/js/switchery_setup.js HTTP/1.1" 200 3163
INFO 2023-12-11 16:24:00,997 basehttp 25784 9624 "GET /static/js/switchery_setup.js HTTP/1.1" 200 3163
INFO 2023-12-11 16:24:01,080 basehttp 25784 22916 "GET /static/js/client/account.js HTTP/1.1" 200 537
INFO 2023-12-11 16:24:01,080 basehttp 25784 22916 "GET /static/js/client/account.js HTTP/1.1" 200 537
INFO 2023-12-11 16:24:01,101 basehttp 25784 20624 "GET /static/css/client/client.css HTTP/1.1" 200 2880
INFO 2023-12-11 16:24:01,101 basehttp 25784 20624 "GET /static/css/client/client.css HTTP/1.1" 200 2880
INFO 2023-12-11 16:24:01,108 basehttp 25784 23692 "GET /static/js/search/search.js HTTP/1.1" 200 2684
INFO 2023-12-11 16:24:01,108 basehttp 25784 23692 "GET /static/js/search/search.js HTTP/1.1" 200 2684
INFO 2023-12-11 16:24:01,115 basehttp 25784 440 "GET /static/js/client/password.js HTTP/1.1" 200 2392
INFO 2023-12-11 16:24:01,115 basehttp 25784 440 "GET /static/js/client/password.js HTTP/1.1" 200 2392
INFO 2023-12-11 16:24:01,119 basehttp 25784 25516 "GET /static/js/toastify-settings.js HTTP/1.1" 200 2479
INFO 2023-12-11 16:24:01,119 basehttp 25784 25516 "GET /static/js/toastify-settings.js HTTP/1.1" 200 2479
WARNING 2023-12-11 16:24:01,122 log 25784 25516 Not Found: /document_preview/Нет документа/
WARNING 2023-12-11 16:24:01,122 log 25784 25516 Not Found: /document_preview/Нет документа/
WARNING 2023-12-11 16:24:01,123 basehttp 25784 25516 "GET /document_preview/%D0%9D%D0%B5%D1%82%20%D0%B4%D0%BE%D0%BA%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D0%B0/ HTTP/1.1" 404 14
